0.000000;N2;S-1;B00; Start()
0.621389;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.621389;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.621389;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.621389;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.621389;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.621389;N2;S1;D08;    · I am NOT the TX destination (N3)
0.626096;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.626096;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.626096;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.626096;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.626096;N2;S1;E13;    · I am TXing. Do nothing.
0.626126;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.626126;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.626126;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.626126;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.626126;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.626126;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.626126;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.626126;N2;S1;D08;    · I am NOT the TX destination (N3)
0.635237;N2;S1;G00; myTXFinished()
0.635237;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.635237;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.635237;N2;S0;F00;  - Resuming backoff at 0.000048 s
0.635285;N2;S0;F00; endBackoff()
0.635285;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.635285;N2;S1;Z01;    · Computed TX duration: 0.012840 s
0.635285;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.635285;N2;S1;F04;    · Transmission of packet #53 started
0.635285;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.635285;N2;S1;H00;  - NACK of packet #53 received from N1 sent to a) N2 and b) N-1 with reason 2
0.635285;N2;S1;H02;  - I am implied in the NACK with packet id #53
0.635285;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.635285;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.635285;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.642492;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.642492;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.642492;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.642492;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.642492;N2;S1;E13;    · I am TXing. Do nothing.
0.642534;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.642534;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.642534;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.642534;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.642534;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.642534;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.642534;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.642534;N2;S1;D08;    · I am NOT the TX destination (N3)
0.648125;N2;S1;G00; myTXFinished()
0.648125;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.648125;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.648125;N2;S0;F00;  - Resuming backoff at 0.000017 s
0.648143;N2;S0;F00; endBackoff()
0.648143;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.648143;N2;S1;Z01;    · Computed TX duration: 0.009275 s
0.648143;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.648143;N2;S1;F04;    · Transmission of packet #54 started
0.648143;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.648143;N2;S1;H00;  - NACK of packet #54 received from N1 sent to a) N2 and b) N-1 with reason 2
0.648143;N2;S1;H02;  - I am implied in the NACK with packet id #54
0.648143;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.648143;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.648143;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.654551;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.654551;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.654551;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.654551;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.654551;N2;S1;E13;    · I am TXing. Do nothing.
0.654658;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.654658;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.654658;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.654658;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.654658;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.654658;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.654658;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.654658;N2;S1;D08;    · I am NOT the TX destination (N3)
0.656046;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.656046;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.656046;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.656046;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.656046;N2;S1;E13;    · I am TXing. Do nothing.
0.656117;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.656117;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.656117;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.656117;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.656117;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.656117;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.656117;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.656117;N2;S1;D08;    · I am NOT the TX destination (N3)
0.657417;N2;S1;G00; myTXFinished()
0.657417;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.657417;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.657417;N2;S0;F00;  - Resuming backoff at 0.000072 s
0.657489;N2;S0;F00; endBackoff()
0.657489;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.657489;N2;S1;Z01;    · Computed TX duration: 0.002236 s
0.657489;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.657489;N2;S1;F04;    · Transmission of packet #55 started
0.657489;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.657489;N2;S1;H00;  - NACK of packet #55 received from N1 sent to a) N2 and b) N-1 with reason 2
0.657489;N2;S1;H02;  - I am implied in the NACK with packet id #55
0.657489;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.657489;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.657489;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.659726;N2;S1;G00; myTXFinished()
0.659726;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.659726;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.659726;N2;S0;F00;  - Resuming backoff at 0.000043 s
0.659768;N2;S0;F00; endBackoff()
0.659768;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.659768;N2;S1;Z01;    · Computed TX duration: 0.029793 s
0.659768;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.659768;N2;S1;F04;    · Transmission of packet #56 started
0.659768;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.659768;N2;S1;H00;  - NACK of packet #56 received from N1 sent to a) N2 and b) N-1 with reason 2
0.659768;N2;S1;H02;  - I am implied in the NACK with packet id #56
0.659768;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.659768;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.659768;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.687444;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.687444;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.687444;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.687444;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.687444;N2;S1;E13;    · I am TXing. Do nothing.
0.687502;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.687502;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.687502;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.687502;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.687502;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.687502;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.687502;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.687502;N2;S1;D08;    · I am NOT the TX destination (N3)
0.689562;N2;S1;G00; myTXFinished()
0.689562;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.689562;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.689562;N2;S0;F00;  - Resuming backoff at 0.000177 s
0.689738;N2;S0;F00; endBackoff()
0.689738;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.689738;N2;S1;Z01;    · Computed TX duration: 0.010420 s
0.689738;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.689738;N2;S1;F04;    · Transmission of packet #57 started
0.689738;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.689738;N2;S1;H00;  - NACK of packet #57 received from N1 sent to a) N2 and b) N-1 with reason 2
0.689738;N2;S1;H02;  - I am implied in the NACK with packet id #57
0.689738;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.689738;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.689738;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.700158;N2;S1;G00; myTXFinished()
0.700158;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.700158;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.700158;N2;S0;F00;  - Resuming backoff at 0.000003 s
0.700161;N2;S0;F00; endBackoff()
0.700161;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.700161;N2;S1;Z01;    · Computed TX duration: 0.028186 s
0.700161;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.700161;N2;S1;F04;    · Transmission of packet #58 started
0.700161;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.700161;N2;S1;H00;  - NACK of packet #58 received from N1 sent to a) N2 and b) N-1 with reason 2
0.700161;N2;S1;H02;  - I am implied in the NACK with packet id #58
0.700161;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.700161;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.700161;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.707148;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.707148;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.707148;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.707148;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.707148;N2;S1;E13;    · I am TXing. Do nothing.
0.707151;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.707151;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.707151;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.707151;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.707151;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.707151;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.707151;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.707151;N2;S1;D08;    · I am NOT the TX destination (N3)
0.728347;N2;S1;G00; myTXFinished()
0.728347;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.728347;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.728347;N2;S0;F00;  - Resuming backoff at 0.000168 s
0.728515;N2;S0;F00; endBackoff()
0.728515;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.728515;N2;S1;Z01;    · Computed TX duration: 0.009109 s
0.728515;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.728515;N2;S1;F04;    · Transmission of packet #59 started
0.728515;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.728515;N2;S1;H00;  - NACK of packet #59 received from N1 sent to a) N2 and b) N-1 with reason 2
0.728515;N2;S1;H02;  - I am implied in the NACK with packet id #59
0.728515;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.728515;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.728515;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.731561;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.731561;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.731561;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.731561;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.731561;N2;S1;E13;    · I am TXing. Do nothing.
0.731585;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.731585;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.731585;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.731585;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.731585;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.731585;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.731585;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.731585;N2;S1;D08;    · I am NOT the TX destination (N3)
0.732007;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.732007;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.732007;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.732007;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.732007;N2;S1;E13;    · I am TXing. Do nothing.
0.732086;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.732086;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.732086;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.732086;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.732086;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.732086;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.732086;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.732086;N2;S1;D08;    · I am NOT the TX destination (N3)
0.734194;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.734194;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.734194;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.734194;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.734194;N2;S1;E13;    · I am TXing. Do nothing.
0.734481;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.734481;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.734481;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.734481;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.734481;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.734481;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.734481;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.734481;N2;S1;D08;    · I am NOT the TX destination (N3)
0.737624;N2;S1;G00; myTXFinished()
0.737624;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.737624;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.737624;N2;S0;F00;  - Resuming backoff at 0.000006 s
0.737630;N2;S0;F00; endBackoff()
0.737630;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.737630;N2;S1;Z01;    · Computed TX duration: 0.016772 s
0.737630;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.737630;N2;S1;F04;    · Transmission of packet #60 started
0.737630;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.737630;N2;S1;H00;  - NACK of packet #60 received from N1 sent to a) N2 and b) N-1 with reason 2
0.737630;N2;S1;H02;  - I am implied in the NACK with packet id #60
0.737630;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.737630;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.737630;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.742386;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.742386;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.742386;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.742386;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.742386;N2;S1;E13;    · I am TXing. Do nothing.
0.742470;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.742470;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.742470;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.742470;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.742470;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.742470;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.742470;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.742470;N2;S1;D08;    · I am NOT the TX destination (N3)
0.754402;N2;S1;G00; myTXFinished()
0.754402;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.754402;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.754402;N2;S0;F00;  - Resuming backoff at 0.000074 s
0.754476;N2;S0;F00; endBackoff()
0.754476;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.754476;N2;S1;Z01;    · Computed TX duration: 0.017718 s
0.754476;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.754476;N2;S1;F04;    · Transmission of packet #61 started
0.754476;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.754476;N2;S1;H00;  - NACK of packet #61 received from N1 sent to a) N2 and b) N-1 with reason 2
0.754476;N2;S1;H02;  - I am implied in the NACK with packet id #61
0.754476;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.754476;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.754476;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.760113;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.760113;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.760113;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.760113;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.760113;N2;S1;E13;    · I am TXing. Do nothing.
0.760176;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.760176;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.760176;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.760176;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.760176;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.760176;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.760176;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.760176;N2;S1;D08;    · I am NOT the TX destination (N3)
0.763201;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.763201;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.763201;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.763201;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.763201;N2;S1;E13;    · I am TXing. Do nothing.
0.763524;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.763524;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.763524;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.763524;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.763524;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.763524;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.763524;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.763524;N2;S1;D08;    · I am NOT the TX destination (N3)
0.772195;N2;S1;G00; myTXFinished()
0.772195;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.772195;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.772195;N2;S0;F00;  - Resuming backoff at 0.000003 s
0.772197;N2;S0;F00; endBackoff()
0.772197;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.772197;N2;S1;Z01;    · Computed TX duration: 0.009189 s
0.772197;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.772197;N2;S1;F04;    · Transmission of packet #62 started
0.772197;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.772197;N2;S1;H00;  - NACK of packet #62 received from N1 sent to a) N2 and b) N-1 with reason 2
0.772197;N2;S1;H02;  - I am implied in the NACK with packet id #62
0.772197;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.772197;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.772197;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.781386;N2;S1;G00; myTXFinished()
0.781386;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.781386;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.781386;N2;S0;F00;  - Resuming backoff at 0.000308 s
0.781694;N2;S0;F00; endBackoff()
0.781694;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.781694;N2;S1;Z01;    · Computed TX duration: 0.030144 s
0.781694;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.781694;N2;S1;F04;    · Transmission of packet #63 started
0.781694;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.781694;N2;S1;H00;  - NACK of packet #63 received from N1 sent to a) N2 and b) N-1 with reason 2
0.781694;N2;S1;H02;  - I am implied in the NACK with packet id #63
0.781694;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.781694;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.781694;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.801993;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.801993;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.801993;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.801993;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.801993;N2;S1;E13;    · I am TXing. Do nothing.
0.802047;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.802047;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.802047;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.802047;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.802047;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.802047;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.802047;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.802047;N2;S1;D08;    · I am NOT the TX destination (N3)
0.811839;N2;S1;G00; myTXFinished()
0.811839;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.811839;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.811839;N2;S0;F00;  - Resuming backoff at 0.000005 s
0.811843;N2;S0;F00; endBackoff()
0.811843;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.811843;N2;S1;Z01;    · Computed TX duration: 0.037272 s
0.811843;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.811843;N2;S1;F04;    · Transmission of packet #64 started
0.811843;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.811843;N2;S1;H00;  - NACK of packet #64 received from N1 sent to a) N2 and b) N-1 with reason 2
0.811843;N2;S1;H02;  - I am implied in the NACK with packet id #64
0.811843;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.811843;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.811843;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.812785;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.812785;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.812785;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.812785;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.812785;N2;S1;E13;    · I am TXing. Do nothing.
0.812879;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.812879;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.812879;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
